Match Name,Student A,Student B,Matched Categories,Category Scores - Student A,Category Scores - Student B,Category Score Difference,Aggregate Matching Score,Match Summary (AI),Match Type (AI),Best Match (AI),Student A - University,Student B - University,Student A - University : Weight,Student B - University : Weight,Student A - Meet-up Mode,Student B - Meet-up Mode,Student A - Meet-up Mode : Weight,Student B - Meet-up Mode : Weight,Student A - Degree,Student B - Degree,Student A - Degree : Weight,Student B - Degree : Weight,Student A - Learning Habits,Student B - Learning Habits,Student A - Learning Habits : Weight,Student B - Learning Habits : Weight,Student A - Struggling Concepts,Student B - Struggling Concepts,Student A - Struggling Concepts : Weight,Student B - Struggling Concepts : Weight,Student A - Career Goals,Student B - Career Goals,Student A - Career Trajectories : Weight,Student B - Career Trajectories : Weight,Student A - Meet-up Distance,Student B - Meet-up Distance : Score,Student A - Meet-up Distance : Weight,Student B - Meet-up Distance : Weight,University Match,Meet-up Mode Match,Degree Match,Learning Habits Match,Struggling Concepts Match,Career Goals Match,Meet-up Distance Match,University - Both Care,Meet-up Mode - Both Care,Degree - Both Care,Learning Habits - Both Care,Struggling Concepts - Both Care,Career Goals - Both Care,Meet-up Distance - Both Care,University - Adjusted Score,Meet-up Mode - Adjusted Score,Degree - Adjusted Score,Learning Habits - Adjusted Score,Struggling Concepts - Adjusted Score,Career Goals - Adjusted Score,Meet-up Distance - Adjusted Score,Aggregate Adjusted Score,Select for Group,Groups
Aaliyah Mohammed ↔ Tomasz Nowak,Aaliyah Mohammed,Tomasz Nowak,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,Purdue University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Mei Chen,Aaliyah Mohammed,Mei Chen,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,Stanford University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Lina Svensson,Aaliyah Mohammed,Lina Svensson,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Ivan Horvat,Aaliyah Mohammed,Ivan Horvat,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Tariq Aziz,Aaliyah Mohammed,Tariq Aziz,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,University of Miami,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Fatima Al-Farsi,Aaliyah Mohammed,Fatima Al-Farsi,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Anna Müller,Aaliyah Mohammed,Anna Müller,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,Cornell University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Hana Kimura,Aaliyah Mohammed,Hana Kimura,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,University of Illinois Urbana–Champaign,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Kevin Nguyen,Aaliyah Mohammed,Kevin Nguyen,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,Georgia Institute of Technology,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Linh Tran,Aaliyah Mohammed,Linh Tran,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,"University of California, San Diego",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Aaliyah Mohammed ↔ Wei Zhang,Aaliyah Mohammed,Wei Zhang,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,Carnegie Mellon University,Georgia Institute of Technology,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Anna Müller,Ahmed El-Sayed,Anna Müller,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,Cornell University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed El-Sayed ↔ Fatima Al-Farsi,Ahmed El-Sayed,Fatima Al-Farsi,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Emily Brown,Ahmed El-Sayed,Emily Brown,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,Florida International University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Aya Nakamura,Ahmed El-Sayed,Aya Nakamura,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,University of Michigan – Ann Arbor,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Dariusz Kowalski,Ahmed El-Sayed,Dariusz Kowalski,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,Georgia Institute of Technology,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Kevin Nguyen,Ahmed El-Sayed,Kevin Nguyen,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,Georgia Institute of Technology,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed El-Sayed ↔ Olivia Wilson,Ahmed El-Sayed,Olivia Wilson,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,"University of California, Los Angeles",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed El-Sayed ↔ Lina Svensson,Ahmed El-Sayed,Lina Svensson,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed El-Sayed ↔ Mei Chen,Ahmed El-Sayed,Mei Chen,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",85,,,,University of Texas at Austin,Stanford University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
